Gender,Height,Weight
0,68.55087969,175.2195188
0,68.52940825,169.5448054
0,63.59645542,144.5919224
0,67.14424123,175.6791902
0,70.81637062,197.1984016
0,73.53028481,222.9259167
0,66.14106892,165.4045453
0,67.90684975,170.4172312
0,71.43337582,216.6339997
0,67.1126798,173.7075042
0,73.28391797,217.8960397
0,63.67258315,161.0131458
0,69.2253203,193.7563258
0,69.67012402,177.1191607
0,70.48544817,204.8274497
0,69.00467787,176.7318925
0,68.45789401,192.7618857
0,66.02473378,166.9610205
0,69.31816913,186.7379955
0,69.07774056,188.5061787
0,73.56227037,208.3614918
0,66.08768889,161.4958143
0,73.52598433,214.9664592
0,69.67906022,205.1334355
0,66.67678112,183.1973068
0,72.96166547,208.8950443
0,68.24687214,207.9255765
0,71.95662589,210.6638278
0,71.05863335,204.2728377
0,66.97694995,195.1987301
0,68.47800208,190.6860225
0,71.28444139,199.6353266
0,64.98045629,166.8215473
0,66.76188387,178.797509
0,68.76616172,185.7721575
0,68.99254357,193.7549909
0,71.2951946,228.8005161
0,69.0494784,192.3497017
0,66.54148202,175.9834911
0,68.51552345,176.1412392
0,67.45971531,177.4825249
0,71.35738241,201.7607769
0,68.59040604,176.8430799
0,69.73608671,185.5242604
0,69.83385707,188.041029
0,72.41058576,189.3844383
0,65.43459687,166.096744
0,66.26765677,170.2501787
0,69.97430087,212.804259
0,71.20919422,196.1455062
0,69.93740019,202.2790697
0,71.38602219,201.3320069
0,64.58878167,158.4540944
0,68.79298442,174.4894863
0,68.44574673,183.7833827
0,69.20157812,188.1035061
0,69.42601731,176.1934298
0,69.6062252,194.2007119
0,72.88170697,194.1995089
0,62.17833122,145.8988424
0,68.87470662,191.8337092
0,71.08008356,209.8535536
0,72.18253412,201.2614644
0,72.06275498,208.7818534
0,67.38005789,182.6734054
0,67.93463453,166.4350688
0,70.80193026,193.3935426
0,65.54912127,178.4481797
0,70.19122448,205.9417907
0,71.77899537,199.2098424
0,68.13028842,192.0295666
0,68.35948256,175.2608644
0,66.09035701,170.0064451
0,71.58012314,205.3475962
0,73.53666772,196.0432951
0,71.11553184,208.1452566
0,70.79430255,202.8907578
0,71.72906048,188.595024
0,63.19653037,162.4297274
0,68.10111341,182.8523991
0,65.85609973,157.3174614
0,68.3464565,178.6759921
0,69.56022893,187.2174859
0,68.72830407,171.6209666
0,70.15827765,200.5341783
0,68.92333665,193.9273604
0,64.3001742,155.489729
0,70.45563306,192.527905
0,68.62406319,159.8624674
0,69.66475174,176.2592744
0,69.05888454,171.7089263
0,67.22698623,181.7096189
0,66.11579969,171.3866592
0,68.61738735,179.1320246
0,69.24901281,187.4693714
0,69.64190618,182.0045223
0,72.79702836,214.4740355
0,75.04399507,208.526427
0,70.97268413,190.2219929
0,74.38801243,217.1437905
0,64.36216387,156.0738985
0,71.32700107,206.3851911
0,67.17202444,178.1527814
0,74.40167189,228.8383958
0,63.86792096,174.4733629
0,68.88599177,164.2149026
0,72.13199022,212.1572757
0,68.40372617,206.0149398
0,65.09265639,167.433533
0,69.22967912,195.2186397
0,71.94778826,209.1754891
0,67.46299066,182.3012856
0,69.31290864,190.1851469
0,63.73104817,160.3449039
0,60.6798174,129.3010238
0,70.66332308,195.6263191
0,67.59403113,186.7514169
0,74.64950788,227.5006451
0,70.46707885,197.187532
0,71.94401052,209.5562827
0,74.02575081,209.7592721
0,70.78222816,220.4367864
0,64.72725696,169.207937
0,68.38302408,185.8456168
0,71.4692208,192.6914931
0,66.94445374,177.0260878
0,70.796979,199.9473831
0,65.29243478,168.7102903
0,61.75400983,123.528143
0,62.48067131,160.2422382
0,67.80567987,197.082611
0,69.52599428,161.9709376
0,72.50075663,201.6550559
0,70.48529474,194.7861983
0,66.68973599,162.5654067
0,71.29191758,175.8109677
0,71.7967672,209.3793102
0,73.05634425,204.4603316
0,68.85335437,210.8690842
0,66.04544386,169.3262842
0,73.98590142,223.326105
0,69.25161788,192.9468911
0,69.34065722,172.9048014
0,70.97626497,191.5721536
0,63.56127763,157.1195445
0,69.77015095,182.7954943
0,65.18847756,151.8869422
0,69.97894082,193.3410828
0,69.75059715,185.4279701
0,71.17143115,195.3823108
0,70.57200178,174.1968873
0,65.65108952,164.6498139
0,67.13841414,163.8450013
0,65.91808694,174.7199581
0,73.78663644,212.900556
0,67.73725134,172.7942606
0,65.54407625,171.9803313
0,71.21391257,195.9234165
0,65.59235403,174.8153485
0,65.66755448,174.5668558
0,61.97273588,140.2777497
0,73.89993869,215.5597033
0,72.34218364,215.8582339
0,70.31169434,184.2438603
0,67.11556435,168.2021671
0,65.93248176,151.3846182
0,67.22774502,185.9701609
0,70.11434363,203.2417318
0,74.84149972,223.9456703
0,64.52730263,148.4721859
0,70.05125469,207.1946473
0,71.83316878,205.1930618
0,72.83673969,209.4224843
0,73.30186575,199.1669287
0,66.39319245,165.0646095
0,66.51516196,180.7605348
0,69.27281261,202.2987602
0,68.23195393,195.2619903
0,70.41386903,184.2326617
0,69.72688521,188.4537597
0,65.51073389,157.2050253
0,69.13726936,196.5523243
0,73.6661888,208.3661793
0,65.89275253,158.1849857
0,68.35442896,184.598428
0,70.42473053,197.9075211
0,72.08020115,202.8672367
0,71.71112479,199.080779
0,65.72916187,156.2239585
0,63.8983382,168.299538
0,70.31600971,201.5106881
0,65.78872979,174.5848799
0,69.82746419,196.930792
0,68.33115009,197.7567703
0,67.74158927,165.6432833
0,75.03388944,232.8861171
0,73.40405852,192.7324047
0,69.55476188,192.1816687
0,64.53903978,157.1292772
0,67.54676147,163.4952026
0,73.09647798,205.157578
0,66.55398107,171.4285919
0,73.99160419,208.9645836
0,70.86268806,209.759114
0,71.5687337,206.2604578
0,65.83839113,177.2116966
0,70.27553366,211.7162538
0,61.773522,149.5148392
0,74.82494531,220.3363669
0,71.60514585,192.4279136
0,67.26010358,163.3865127
0,70.92419443,199.7783726
0,75.05966865,218.583688
0,73.10087624,223.2064516
0,70.66199203,217.9518826
0,67.14466735,171.2077789
0,67.12315343,147.5379562
0,69.52494396,170.0371863
0,65.22469166,160.8360745
0,68.41046282,185.1277355
0,68.7634637,177.0833882
0,67.93686881,188.8840968
0,69.23782869,159.2448862
0,68.46572392,188.079276
0,65.6942936,150.9606196
0,69.43099805,172.3258812
0,66.13539142,166.3638187
0,70.87704813,186.3398244
0,65.973065,187.6583791
0,64.93911542,163.8801985
0,68.36860332,196.9495064
0,69.52555131,189.7073988
0,66.45560214,188.9748473
0,69.47458176,177.3439177
0,68.7300987,184.130432
0,73.78127448,221.2400958
0,76.50188334,217.8823464
0,71.22570192,199.182763
0,64.50621045,164.5003666
0,66.50381494,163.2698893
0,69.21041304,187.6248203
0,63.54636972,150.3466585
0,69.73112843,202.7071024
0,68.60820846,181.7248365
0,71.46413025,206.5908567
0,69.509488,203.9854155
0,73.75963574,231.6086709
0,68.27778676,195.1899302
0,72.45463342,200.2900045
0,70.76919327,195.3530575
0,70.45214074,188.0988373
0,68.90409885,194.6597698
0,69.23842719,197.4120914
0,67.27784728,156.4163422
0,71.46376469,207.768535
0,68.84063351,171.9211499
0,71.40596471,216.9232912
0,70.14487407,190.5853768
0,70.67969103,206.1198392
0,68.54111605,201.1088923
0,71.43472691,206.5940588
0,65.22082048,158.9871861
0,70.77315142,208.2235661
0,69.76009479,187.8120619
0,63.96253068,168.3494568
0,70.30416327,196.8350517
0,70.31684922,205.5218858
0,67.40540788,164.5743913
0,67.12150305,167.1915272
0,68.37757989,168.9973239
0,69.57823897,184.2198182
0,62.53225328,168.1533262
0,69.33682153,184.1194153
0,66.78746728,172.1754663
0,75.39129223,218.6046973
0,70.21362908,189.6582738
0,71.10356362,196.7599362
0,69.79388789,181.7231932
0,66.47184446,175.3891518
0,70.71371409,208.7104386
0,63.61871729,162.6749752
0,70.54927972,191.3188108
0,67.40282109,192.6726758
0,71.4351749,213.3377733
0,68.59340514,187.4025309
0,71.45232654,203.448273
0,70.69878995,189.9854788
0,71.39146448,197.3070586
0,70.48564317,193.359947
0,74.40818786,226.7010229
0,63.40042323,185.188138
0,68.39971912,171.3291085
0,67.42985418,175.1243663
0,70.81199997,196.2211135
0,67.11027101,194.7523537
0,67.7282199,184.4684504
0,68.55083219,179.5567899
0,68.61948497,192.6056386
0,70.60576101,197.3412472
0,67.08678122,164.1757008
0,65.31170819,167.3277028
0,69.92414675,185.8665843
0,68.36463488,193.9817476
0,70.86980492,205.8639345
0,76.01230001,235.4379661
0,67.96596781,176.9667279
0,69.76508744,199.0264276
0,69.56867239,200.7040517
0,71.56001874,213.9785966
0,70.95804927,201.6633373
0,65.44092231,144.1320269
0,70.97612452,202.603188
0,67.99285124,183.9580892
0,70.51851509,199.568441
0,69.10919144,176.045407
0,71.6055731,194.9325685
0,69.88955858,203.5183265
0,66.45689878,166.6846488
0,70.29135418,207.5085426
0,62.6199652,152.8529747
0,66.62168183,146.2308047
0,65.35028818,156.7613371
0,71.60673989,209.9649432
0,69.41291443,183.9021104
0,69.89381359,200.7968545
0,65.66595856,164.2156392
0,64.40827325,154.6410416
0,68.62688583,189.4492405
0,69.60028264,176.5948886
0,67.45323124,173.2722178
0,68.1699946,185.2531099
0,69.55361404,203.8110909
0,65.74729799,182.0516903
0,73.12239315,201.703778
0,66.620926,177.8426553
0,69.14590899,202.6281961
0,65.96579505,186.2254307
0,67.20326642,185.4540072
0,65.45395717,175.844485
0,73.03009203,209.5878005
0,68.3172449,179.370856
0,66.33428146,165.3682765
0,72.36198348,198.2629703
0,67.71742749,184.9318042
0,70.4775913,200.2479962
0,71.16299165,199.443989
0,69.35477956,202.3322157
0,70.09723765,201.993728
0,69.2972917,197.3587607
0,63.30996928,157.0035437
0,67.88722989,183.3433272
0,73.2029699,203.0231161
0,73.1411551,193.9260342
0,70.89598255,195.6013653
0,72.14269267,214.8539253
0,72.13277787,184.1471888
0,71.20661874,193.74326
0,66.25215051,170.1094996
0,72.34158877,205.6996211
0,68.06892211,166.2635001
0,71.39730891,198.4067338
0,65.72603205,169.6752603
0,67.11044742,160.0502853
0,72.21503491,204.9377601
0,63.00978308,147.90182
0,69.56915521,180.9498234
0,70.40400168,217.8372448
0,68.0302156,189.3616398
0,69.77791032,176.0902893
0,62.07863519,130.2772749
0,65.83441968,159.3191151
0,70.78093604,191.9681779
0,69.57143021,182.1541392
0,67.32706481,188.3517257
0,67.81460188,191.7600018
0,66.68224277,162.7669683
0,69.63970875,197.5962131
0,64.7742374,182.5898441
0,73.96294107,200.0071609
0,67.93338384,184.40952
0,66.77003947,165.489768
0,68.93635758,176.6521792
0,76.43455871,228.8729906
0,68.99614537,180.3509244
0,73.50183962,225.9722183
0,69.6031034,189.8166449
0,72.06737999,202.2620741
0,70.48922454,178.9187142
0,67.03485056,167.0442331
0,66.1841085,172.6376115
0,68.6942095,179.9625088
0,66.65323374,160.1474361
0,69.83865708,178.3924826
0,66.24506481,154.5886896
0,72.81103161,208.8488465
0,64.47474696,169.4306343
0,69.75447933,181.6410489
0,70.66144439,203.8447916
0,72.47061849,184.4463253
0,68.17153285,199.7018115
0,72.98717143,206.6293992
0,70.53356477,196.5843459
0,70.04695307,190.0024052
0,69.01606716,196.7639075
0,73.54916227,222.2974921
0,68.11809783,180.0656094
0,68.28763703,178.4325977
0,71.52704769,202.7487397
0,73.39654293,220.9457607
0,69.84456408,198.6302782
0,70.15196588,203.7344808
0,66.29972587,150.1493613
0,76.49293396,227.139296
0,71.0323852,186.7624875
0,66.63104094,170.4211493
0,66.07553682,182.4280025
0,70.61316241,187.4720235
0,65.20348068,158.6645552
0,66.86186129,175.7972754
0,73.7579983,220.770232
0,69.89808607,195.7589355
0,69.52731972,189.0273679
0,66.74447747,154.1268504
0,69.07449203,179.3868167
0,68.56175073,172.1953637
0,70.32255001,190.4617768
0,71.94912042,208.0889465
0,70.91655179,191.883267
0,70.37112335,197.3824157
0,67.79647715,189.6831513
0,68.69999563,208.0681993
0,69.1146318,188.7172726
0,67.69710365,187.4238964
0,71.28033023,217.9035994
0,71.42757519,201.8428087
0,71.04335632,204.6277277
0,64.72625594,143.3475655
0,67.14815944,182.031248
0,72.29169703,202.1043716
0,70.24286617,192.7961126
0,64.45785785,158.9166993
0,74.46498854,213.4821026
0,65.29891515,162.8182755
0,72.74952611,212.1807188
0,65.71817875,155.1755428
0,68.89009494,194.6814346
0,73.03840861,209.4753881
0,69.86074638,198.3218281
0,69.86119695,179.6624965
0,71.76556166,192.6903832
0,66.82084589,179.8015682
0,67.78769383,190.5067956
0,69.25071385,196.1411445
0,68.92967211,180.8264574
0,68.99710986,186.635313
0,66.37399493,167.784391
0,66.37651933,179.4688864
0,69.05456976,181.3603512
0,65.6674754,161.4222109
0,62.75287752,149.759706
0,66.57798671,161.2018906
0,67.27217066,187.3633658
0,69.83655165,176.0116733
0,74.21643094,238.5694509
0,71.23052856,209.0328768
0,70.76286513,194.7965673
0,67.87895388,163.7244326
0,67.11452669,182.5124511
0,66.53981222,175.0932547
0,67.09121866,180.8807246
0,68.89341765,172.6542379
0,71.88269674,207.5756136
0,70.53187611,194.009473
0,69.2081082,187.8671025
0,66.85473775,161.2239648
0,77.16080089,228.7073009
0,68.19853732,176.4568284
0,66.79579309,186.9938986
0,74.07020621,218.4235845
0,69.69174305,184.6189529
0,70.48275741,199.359224
0,66.20296361,164.6344637
0,71.85788791,193.4299898
0,65.97520718,171.0768314
0,72.67696109,217.5614154
0,69.81202171,188.0649839
0,69.04314598,178.1848175
0,63.85067839,151.9966615
0,64.90978524,145.1761359
0,65.04544401,147.6602601
0,68.87439619,183.4385392
0,69.9822195,178.3484391
0,62.70930371,152.8204681
0,66.92343676,173.6342571
0,67.26904397,180.0356727
0,72.12252553,200.3368056
0,69.61140326,170.2961967
0,65.18470087,166.7385547
0,74.08027495,194.7788543
0,61.12182863,152.7911301
0,68.32145287,206.4261469
0,63.9529284,164.7714754
0,68.58137352,181.167061
0,64.92590896,185.0018542
0,69.65975352,209.5204246
0,71.12075332,197.345436
0,62.80419071,148.6050424
0,70.81126171,201.2242771
0,69.54951057,199.1938148
0,67.0323462,188.4596891
0,67.39683425,178.3001966
0,69.37184333,173.4301696
0,74.54513694,218.4375679
0,66.55652499,173.3868302
0,67.25995282,186.3207972
0,66.00196773,165.1677228
0,67.28350742,203.1357596
0,67.92463364,161.6708278
0,66.05763381,164.4705039
0,65.84458046,170.7923569
0,69.03106285,170.3101222
0,70.32711641,192.4971609
0,66.53430651,166.371258
0,71.4716749,196.54096
0,70.04693077,183.6196208
0,68.60571056,187.2913919
0,68.98238073,178.2824095
0,73.7888849,222.3975605
0,69.07281082,190.587913
0,73.18794911,204.103817
0,68.67738441,192.1962461
0,64.92233626,179.4090919
0,66.11122914,192.765581
0,67.74898985,169.7402721
0,71.81390356,192.8164417
0,69.19544122,185.7291961
0,67.40717166,188.5940922
0,69.87663341,179.6809303
0,64.36667672,162.4950825
0,67.49285386,183.3837802
0,73.12243321,221.4459021
0,67.65294548,188.8898645
0,68.53790185,191.8229143
0,70.72475802,214.2615182
0,68.23015031,182.3828222
0,67.69712341,163.9398786
0,73.71674275,198.4622269
0,68.85845722,187.3950858
0,66.47376597,175.9473678
0,69.97228132,188.6259112
0,67.55618322,200.779691
0,74.27201865,209.9374928
0,72.09385998,201.8626584
0,69.56977967,182.7948442
0,71.61408945,206.1634325
0,67.13854961,171.8769664
0,68.41565126,171.3212163
0,78.09586747,255.6908348
0,68.6426276,178.8167946
0,70.02684189,186.3587022
0,74.32567701,220.8457275
0,72.23163624,202.1371601
0,67.6666641,193.0816469
0,66.42418713,157.288088
0,65.07111347,180.7565256
0,69.1569821,206.5151903
0,67.8053119,180.0045482
0,68.23874539,193.9838213
0,72.54885198,203.6275837
0,74.05642685,211.7305173
